row,column,coefficient,observation,variance
4829,831,1,-0.11687224,1.00E-08
568,832,-10.71466838,-0.121519658,1.00E-08
833,832,26.15746796,-0.12351553,1.00E-08
834,832,-18.46722068,-0.136985571,1.00E-08
3084,832,55.33935702,-0.428702635,1.00E-08
3252,832,-26.15746796,-0.437091282,1.00E-08
3254,832,-18.46722068,-0.48076111,1.00E-08
4830,832,1,-0.468593997,1.00E-08
115,833,-18.4774575,-0.480761117,1.00E-08
2542,833,-18.4774575,-0.477565169,1.00E-08
3101,833,-29.71768202,-0.41123307,1.00E-08
4831,833,1,-0.42552863,1.00E-08
835,834,-42.05214466,-0.44692679,1.00E-08
836,834,-80.12820513,-0.466288368,1.00E-08
837,834,-80.12820513,-0.386058222,1.00E-08
3085,834,202.3085549,-0.47331156,1.00E-08
3220,834,-42.05214466,-0.362787694,1.00E-08
3235,834,-160.2564103,-0.480502188,1.00E-08
4832,834,1,-0.422953948,1.00E-08
838,835,21.52389152,-0.211632777,1.00E-08
839,835,26.58160553,-0.302949784,1.00E-08
840,835,33.28894807,-0.455741716,1.00E-08
3086,835,81.39444512,-0.375195864,1.00E-08
3187,835,-21.52389152,-0.481862467,1.00E-08
3229,835,-26.58160553,-0.424082172,1.00E-08
3257,835,-33.28894807,-0.463437285,1.00E-08
4833,835,1,-0.451476497,1.00E-08
804,836,-16.19433198,-0.307118945,1.00E-08
841,836,29.88643156,-0.375268916,1.00E-08
2997,836,-11.65772907,-0.298745886,1.00E-08
3060,836,-16.19433198,-0.450867986,1.00E-08
3087,836,57.73849262,-0.373053572,1.00E-08
3188,836,-29.88643156,-0.432595005,1.00E-08
4834,836,1,-0.445886481,1.00E-08
717,837,-58.65102639,-0.190302158,1.00E-08
751,837,-289.017341,-0.212740353,1.00E-08
2999,837,-58.65102639,-0.403291062,1.00E-08
3023,837,-289.017341,-0.408610467,1.00E-08
3088,837,557.752401,-0.323059037,1.00E-08
4835,837,1,-0.105770709,1.00E-08
842,838,36.19254434,-0.471769621,1.00E-08
843,838,83.68200837,-0.251087339,1.00E-08
3089,838,119.8745527,-0.284263792,1.00E-08
3142,838,-36.19254434,-0.333418808,1.00E-08
3215,838,-83.68200837,-0.236719741,1.00E-08
4836,838,1,-0.475226647,1.00E-08
844,839,35.70153517,-0.493874577,1.00E-08
845,839,41.35649297,-0.376054255,1.00E-08
2961,839,-65.96306069,-0.441307009,1.00E-08
3090,839,143.0210888,-0.277312289,1.00E-08
3173,839,-41.35649297,-0.495771471,1.00E-08
4837,839,1,-0.478059173,1.00E-08
775,840,-36.98224852,-0.459079586,1.00E-08
790,840,-18.72308556,-0.291236438,1.00E-08
846,840,15.87301587,-0.190541285,1.00E-08
3041,840,-36.98224852,-0.051390112,1.00E-08
3051,840,-18.72308556,-0.31018481,1.00E-08
3091,840,71.57834996,-0.322332452,1.00E-08
3259,840,-15.87301587,-0.449952129,1.00E-08
4838,840,1,-0.369966562,1.00E-08
765,841,46.6853408,-0.27491107,1.00E-08
3033,841,-46.6853408,-0.483777094,1.00E-08
3092,841,79.34373401,-0.340337387,1.00E-08
3160,841,-32.65839321,-0.403447548,1.00E-08
4839,841,1,-0.425343536,1.00E-08
782,842,-25.43881964,-0.506284431,1.00E-08
847,842,23.81519409,-0.447014881,1.00E-08
2953,842,-59.66587112,-0.035009864,1.00E-08
3045,842,-25.43881964,-0.321673932,1.00E-08
3093,842,108.9198849,-0.358480313,1.00E-08
3123,842,-23.81519409,-0.360639912,1.00E-08
4840,842,1,-0.143848715,1.00E-08
848,843,-35.11235955,-0.103031246,1.00E-08
3094,843,119.571819,-0.162494337,1.00E-08
3095,843,-84.45945946,-0.11748864,1.00E-08
3188,843,-35.11235955,-0.143848722,1.00E-08
4841,843,1,-0.115269506,1.00E-08
667,844,-369.00369,-0.096025508,1.00E-08
849,844,110.9877913,-0.110562331,1.00E-08
2016,844,-157.480315,-0.282590064,1.00E-08
2017,844,-59.80861244,-0.224070402,1.00E-08
2018,844,-78.18608288,-0.381133152,1.00E-08
2977,844,-369.00369,-0.268520248,1.00E-08
3026,844,-106.2699256,-0.347806763,1.00E-08
3095,844,-157.480315,-0.363358125,1.00E-08
3096,844,-50.58168943,-0.333423505,1.00E-08
3097,844,-78.18608288,-0.331631644,1.00E-08
3159,844,-110.9877913,-0.343397257,1.00E-08
4842,844,1,-0.237887419,1.00E-08
850,845,53.44735436,-0.192347887,1.00E-08
2016,845,157.480315,-0.239552431,1.00E-08
3094,845,-84.45945946,-0.304981503,1.00E-08
3095,845,295.3871288,-0.368242328,1.00E-08
3248,845,-53.44735436,-0.364145194,1.00E-08
4843,845,1,-0.3478108,1.00E-08
3096,846,50.58168943,-0.269759266,1.00E-08
4844,846,1,-0.342906583,1.00E-08
2017,847,59.80861244,-0.192976974,1.00E-08
4845,847,1,-0.029457279,1.00E-08
2018,848,78.18608288,-0.074430709,1.00E-08
3097,848,78.18608288,-0.380327717,1.00E-08
4846,848,1,-0.217966505,1.00E-08
851,849,36.24501631,-0.261844076,1.00E-08
2911,849,-22.49718785,-0.316778871,1.00E-08
3098,849,58.74220416,-0.274189509,1.00E-08
3243,849,-36.24501631,-0.321904502,1.00E-08
4847,849,1,-0.202845468,1.00E-08
106,850,29.9940012,-0.272269516,1.00E-08
117,850,23.36448598,-0.339079035,1.00E-08
2545,850,-23.36448598,-0.202845453,1.00E-08
3099,850,53.35848718,-0.20284548,1.00E-08
4848,850,1,-0.339501164,1.00E-08
527,851,19.72775695,-0.363203863,1.00E-08
641,851,12.82051282,-0.215231306,1.00E-08
2914,851,-19.72775695,-0.273303915,1.00E-08
2962,851,-12.82051282,-0.353672947,1.00E-08
4849,851,1,-0.215231311,1.00E-08
737,852,-48.68549172,-0.215231311,1.00E-08
832,852,77.7000777,-0.21523131,1.00E-08
3011,852,-48.68549172,-0.200692348,1.00E-08
3083,852,-77.7000777,-0.215231324,1.00E-08
3100,852,126.3855694,-0.198505771,1.00E-08
4850,852,1,-0.183365806,1.00E-08
98,853,-25.41296061,-0.389850591,1.00E-08
674,853,-31.72588832,-0.177132921,1.00E-08
2529,853,-25.41296061,-0.228524891,1.00E-08
3101,853,86.85653096,-0.270329181,1.00E-08
4851,853,1,-0.323925191,1.00E-08
455,854,200.8032129,-0.378690954,1.00E-08
638,854,-153.3742331,-0.35078152,1.00E-08
852,854,272.479564,0.016202348,1.00E-08
853,854,272.479564,-0.031933201,1.00E-08
2878,854,-401.6064257,-0.093154277,1.00E-08
3102,854,1253.31402,-0.321797838,1.00E-08
3228,854,-544.9591281,-0.185098912,1.00E-08
4852,854,1,-0.229501913,1.00E-08
595,855,-54.02485143,-0.298898523,1.00E-08
710,855,31.28911139,-0.17005479,1.00E-08
854,855,27.83189535,-0.146447155,1.00E-08
2948,855,-54.02485143,-0.174890153,1.00E-08
3103,855,113.1458582,-0.185098913,1.00E-08
3148,855,-27.83189535,-0.163882451,1.00E-08
4853,855,1,-0.164066269,1.00E-08
601,856,-57.01254276,0.045862822,1.00E-08
855,856,63.97952655,0.007623498,1.00E-08
856,856,-41.66666667,-0.029793874,1.00E-08
857,856,32.42542153,0.101421705,1.00E-08
2951,856,-57.01254276,0.063690818,1.00E-08
3104,856,195.0841575,0.070203642,1.00E-08
3222,856,-41.66666667,-0.217300111,1.00E-08
3230,856,-32.42542153,-0.169104042,1.00E-08
4854,856,1,-0.052025783,1.00E-08
815,857,72.99270073,-0.302458221,1.00E-08
855,857,-63.97952655,-0.297701959,1.00E-08
3104,857,-63.97952655,-0.254513002,1.00E-08
3120,857,-58.68544601,-0.30245823,1.00E-08
4855,857,1,-0.294945481,1.00E-08
858,858,32.55208333,-0.275710097,1.00E-08
859,858,32.55208333,-0.272222061,1.00E-08
860,858,38.41721091,-0.369207927,1.00E-08
3141,858,-65.10416667,-0.213417836,1.00E-08
3199,858,-76.83442182,-0.350254977,1.00E-08
4856,858,1,-0.341633727,1.00E-08
456,859,-47.4608448,-0.342334276,1.00E-08
462,859,130.0390117,-0.289838711,1.00E-08
2878,859,-47.4608448,-0.359498903,1.00E-08
2881,859,-130.0390117,-0.35980894,1.00E-08
2990,859,-147.275405,-0.362494541,1.00E-08
3105,859,324.7752615,-0.365437899,1.00E-08
4857,859,1,0.033022843,1.00E-08
583,860,-746.2686567,-0.013915444,1.00E-08
861,860,-746.2686567,-0.105576078,1.00E-08
862,860,71.22507123,0.047640823,1.00E-08
2019,860,-16.00512164,0.056539501,1.00E-08
2020,860,-92.42144177,0.044642411,1.00E-08
2021,860,-44.90345757,-0.15847903,1.00E-08
2022,860,-32.38341969,-0.180176894,1.00E-08
2023,860,-56.72149745,-0.227637999,1.00E-08
2944,860,-746.2686567,-0.125980642,1.00E-08
3106,860,2077.399228,-0.127088918,1.00E-08
3107,860,-141.0437236,-0.331861449,1.00E-08
3108,860,-16.00512164,-0.350562732,1.00E-08
3109,860,-92.42144177,-0.389955067,1.00E-08
3110,860,-44.90345757,-0.367160486,1.00E-08
3111,860,-54.11255411,-0.358577895,1.00E-08
3112,860,-32.38341969,-0.140383372,1.00E-08
3113,860,-56.72149745,-0.201479074,1.00E-08
3114,860,-76.04562738,-0.263122739,1.00E-08
3115,860,-746.2686567,-0.319202791,1.00E-08
3234,860,-71.22507123,-0.359922377,1.00E-08
4858,860,1,-0.099865118,1.00E-08
509,861,-49.5049505,-0.346990852,1.00E-08
802,861,-32.23726628,-0.308843605,1.00E-08
803,861,-32.23726628,-0.320323901,1.00E-08
863,861,63.85696041,-0.344709957,1.00E-08
2901,861,-49.5049505,-0.255741266,1.00E-08
3059,861,-64.47453256,-0.389416169,1.00E-08
3106,861,-141.0437236,-0.369472842,1.00E-08
3107,861,318.880167,-0.341620355,1.00E-08
3197,861,-63.85696041,-0.362067914,1.00E-08
4859,861,1,-0.366272198,1.00E-08
2019,862,16.00512164,-0.240265655,1.00E-08
3106,862,-16.00512164,-0.327916612,1.00E-08
3108,862,16.00512164,-0.059895375,1.00E-08
4860,862,1,-0.338263591,1.00E-08
2020,863,92.42144177,-0.382553081,1.00E-08
3106,863,-92.42144177,-0.398299711,1.00E-08
3109,863,92.42144177,-0.279394223,1.00E-08
4861,863,1,-0.30845317,1.00E-08
2021,864,44.90345757,-0.17598637,1.00E-08
3106,864,-44.90345757,-0.238344652,1.00E-08
3110,864,44.90345757,-0.299889106,1.00E-08
4862,864,1,-0.175986353,1.00E-08
3106,865,-54.11255411,-0.118258982,1.00E-08
3111,865,54.11255411,-0.120389867,1.00E-08
4863,865,1,-0.133698624,1.00E-08
2022,866,32.38341969,-0.17598636,1.00E-08
3106,866,-32.38341969,-0.165585859,1.00E-08
3112,866,32.38341969,-0.372638188,1.00E-08
4864,866,1,-0.137377438,1.00E-08
2023,867,56.72149745,-0.291677643,1.00E-08
3106,867,-56.72149745,-0.333171338,1.00E-08
3113,867,56.72149745,-0.329176153,1.00E-08
4865,867,1,-0.349170161,1.00E-08
3106,868,-76.04562738,-0.23152186,1.00E-08
3114,868,76.04562738,-0.396013414,1.00E-08
4866,868,1,-0.147266454,1.00E-08
535,869,-140.2524544,-0.348933879,1.00E-08
547,869,-105.2631579,-0.344523477,1.00E-08
621,869,-361.0108303,-0.160840271,1.00E-08
861,869,746.2686567,-0.221057524,1.00E-08
2024,869,-95.51098376,-0.265960394,1.00E-08
2917,869,-140.2524544,-0.149038339,1.00E-08
2956,869,-361.0108303,-0.147688136,1.00E-08
3106,869,-746.2686567,-0.155303662,1.00E-08
3115,869,1448.306083,-0.150502874,1.00E-08
3116,869,-95.51098376,-0.381285565,1.00E-08
4867,869,1,-0.171553676,1.00E-08
608,870,77.57951901,-0.242796907,1.00E-08
609,870,77.57951901,-0.299542577,1.00E-08
610,870,77.57951901,-0.042801875,1.00E-08
2024,870,95.51098376,-0.077558652,1.00E-08
3115,870,-95.51098376,-0.364493665,1.00E-08
3116,870,328.2495408,-0.352278483,1.00E-08
4868,870,1,-0.338807665,1.00E-08
492,871,50,-0.27430439,1.00E-08
493,871,50,-0.330499186,1.00E-08
731,871,40.38772213,-0.360233439,1.00E-08
808,871,-24.13709872,-0.342448248,1.00E-08
2892,871,-100,-0.337904656,1.00E-08
3007,871,-40.38772213,-0.386428482,1.00E-08
3068,871,-24.13709872,-0.133010637,1.00E-08
4869,871,1,-0.36708488,1.00E-08
864,872,118.0637544,-0.363194788,1.00E-08
865,872,118.0637544,-0.3333956,1.00E-08
3117,872,312.8734797,-0.34359546,1.00E-08
3144,872,-236.1275089,0.000544961,1.00E-08
4870,872,1,-0.045622992,1.00E-08
655,873,-36.3372093,-0.196969987,1.00E-08
739,873,46.57661854,-0.348643954,1.00E-08
828,873,51.36106831,-0.122368732,1.00E-08
866,873,-85.17887564,-0.159151353,1.00E-08
867,873,-85.17887564,-0.335239615,1.00E-08
3012,873,-46.57661854,-0.092325059,1.00E-08
3154,873,-170.3577513,-0.322569882,1.00E-08
4871,873,1,-0.213951992,1.00E-08
660,874,-56.98005698,-0.294231376,1.00E-08
702,874,-81.10300081,-0.343026834,1.00E-08
797,874,-63.21112516,-0.369003507,1.00E-08
2972,874,-56.98005698,-0.386132201,1.00E-08
2990,874,-81.10300081,-0.280086649,1.00E-08
3055,874,-63.21112516,-0.379255754,1.00E-08
3118,874,201.2941829,-0.365318143,1.00E-08
4872,874,1,-0.342989393,1.00E-08
785,875,-132.4503311,-0.152383712,1.00E-08
868,875,38.08073115,-0.350139959,1.00E-08
869,875,140.4494382,-0.360945403,1.00E-08
870,875,40.51863857,-0.344616551,1.00E-08
3047,875,-264.9006623,-0.138365396,1.00E-08
3142,875,-38.08073115,-0.174704004,1.00E-08
3177,875,-140.4494382,-0.22435989,1.00E-08
3230,875,-40.51863857,-0.058701764,1.00E-08
4873,875,1,0.013903721,1.00E-08
463,876,142.0454545,-0.099152092,1.00E-08
598,876,-102.0408163,-0.050218321,1.00E-08
728,876,-105.4852321,-0.386877978,1.00E-08
2881,876,-142.0454545,-0.34337958,1.00E-08
3005,876,-105.4852321,-0.360442404,1.00E-08
3119,876,349.5715029,-0.343135017,1.00E-08
4874,876,1,-0.240738412,1.00E-08
507,877,40.3551251,-0.284543493,1.00E-08
2900,877,-40.3551251,-0.329348652,1.00E-08
3120,877,99.04057111,-0.361215708,1.00E-08
4875,877,1,-0.371173192,1.00E-08
518,878,-119.6172249,-0.415781623,1.00E-08
519,878,-119.6172249,-0.352587466,1.00E-08
794,878,84.53085376,-0.188208846,1.00E-08
795,878,84.53085376,-0.255460881,1.00E-08
796,878,84.53085376,-0.32078416,1.00E-08
2904,878,-358.8516746,-0.348292921,1.00E-08
3054,878,-253.5925613,-0.29499287,1.00E-08
3121,878,612.4442359,-0.353342172,1.00E-08
4876,878,1,-0.224233825,1.00E-08
662,879,17.45505324,-0.252070657,1.00E-08
685,879,-19.95609659,-0.325393485,1.00E-08
743,879,-18.10938066,-0.258522381,1.00E-08
2973,879,-17.45505324,-0.36173504,1.00E-08
2987,879,-19.95609659,-0.140237099,1.00E-08
3016,879,-18.10938066,-0.218277537,1.00E-08
3122,879,55.52053048,-0.306774418,1.00E-08
4877,879,1,-0.111567915,1.00E-08
847,880,-23.81519409,-0.104943534,1.00E-08
3093,880,-23.81519409,-0.091590372,1.00E-08
3123,880,68.75901432,-0.099138482,1.00E-08
4878,880,1,-0.119108307,1.00E-08
714,881,112.3595506,-0.12438661,1.00E-08
715,881,112.3595506,-0.108261888,1.00E-08
718,881,118.2033097,-0.093965359,1.00E-08
871,881,43.89815628,-0.372045716,1.00E-08
2999,881,-118.2033097,-0.378321483,1.00E-08
3124,881,386.8205671,-0.272044438,1.00E-08
3156,881,-43.89815628,-0.120272573,1.00E-08
4879,881,1,-0.191908747,1.00E-08
829,882,1136.363636,-0.230527793,1.00E-08
872,882,-64.5994832,-0.313384606,1.00E-08
873,882,-900.9009009,-0.185146019,1.00E-08
874,882,-900.9009009,-0.168527268,1.00E-08
2025,882,-64.30868167,-0.191908731,1.00E-08
2026,882,-52.8262018,-0.183801949,1.00E-08
2027,882,-55.21811154,-0.38475018,1.00E-08
3125,882,3222.919064,-0.318965048,1.00E-08
3126,882,-52.8262018,-0.120039815,1.00E-08
3127,882,-47.80114723,-0.146587775,1.00E-08
3128,882,-55.21811154,-0.08653076,1.00E-08
3186,882,-64.5994832,-0.075707367,1.00E-08
3198,882,-1801.801802,-0.04680186,1.00E-08
4880,882,1,-0.078697609,1.00E-08
2025,883,64.30868167,-0.044042851,1.00E-08
3125,883,-64.30868167,-0.086530767,1.00E-08
3256,883,-108.4598698,-0.086530751,1.00E-08
4881,883,1,-0.08653074,1.00E-08
2026,884,52.8262018,-0.086530741,1.00E-08
3125,884,-52.8262018,-0.051460743,1.00E-08
3126,884,52.8262018,-0.369951819,1.00E-08
4882,884,1,-0.387911387,1.00E-08
3125,885,-47.80114723,-0.265531884,1.00E-08
3127,885,47.80114723,-0.32025266,1.00E-08
4883,885,1,-0.226289296,1.00E-08
2027,886,55.21811154,-0.271480689,1.00E-08
3125,886,-55.21811154,-0.355946084,1.00E-08
3128,886,55.21811154,-0.305869136,1.00E-08
4884,886,1,-0.363303548,1.00E-08
548,887,318.4713376,-0.345387311,1.00E-08
875,887,265.9574468,-0.331856407,1.00E-08
2028,887,-80.06405124,-0.375272561,1.00E-08
2029,887,-80.06405124,-0.287243722,1.00E-08
2030,887,-48.33252779,-0.358452227,1.00E-08
2031,887,-48.30917874,-0.356485005,1.00E-08
2944,887,-117.2332943,-0.346160758,1.00E-08
3129,887,1708.834961,-0.358037855,1.00E-08
3130,887,-48.30917874,-0.17870831,1.00E-08
3131,887,-140.6469761,-0.23567357,1.00E-08
3182,887,-265.9574468,-0.281636248,1.00E-08
3238,887,-609.7560976,-0.173093074,1.00E-08
4885,887,1,-0.173907785,1.00E-08
689,888,-102.7749229,-0.165641638,1.00E-08
690,888,-102.7749229,-0.174789167,1.00E-08
876,888,-112.7395716,-0.214912888,1.00E-08
877,888,-112.7395716,-0.258099788,1.00E-08
878,888,49.55401388,-0.174789151,1.00E-08
2028,888,80.06405124,-0.121482873,1.00E-08
2029,888,80.06405124,-0.159115411,1.00E-08
3129,888,-160.1281025,-0.130013848,1.00E-08
3175,888,-225.4791432,-0.120841847,1.00E-08
3218,888,-99.10802775,-0.343986228,1.00E-08
4886,888,1,-0.368030699,1.00E-08
2030,889,48.33252779,-0.263466405,1.00E-08
3129,889,-48.33252779,-0.327519109,1.00E-08
4887,889,1,-0.33786048,1.00E-08
2031,890,48.30917874,-0.068444865,1.00E-08
3129,890,-48.30917874,-0.323827983,1.00E-08
3130,890,48.30917874,-0.351606452,1.00E-08
4888,890,1,-0.367049032,1.00E-08
3129,891,-140.6469761,-0.250934737,1.00E-08
3131,891,140.6469761,-0.245486028,1.00E-08
4889,891,1,-0.275794679,1.00E-08
766,892,35.81661891,-0.311603814,1.00E-08
776,892,-42.58943782,-0.337573709,1.00E-08
3033,892,-35.81661891,-0.339711631,1.00E-08
3041,892,-42.58943782,-0.199835603,1.00E-08
3132,892,78.40605673,-0.246307612,1.00E-08
4890,892,1,-0.361181947,1.00E-08
577,893,-26.19858528,-0.354470656,1.00E-08
2942,893,-26.19858528,-0.271449971,1.00E-08
3133,893,53.19642545,-0.183711746,1.00E-08
3236,893,-26.99784017,-0.099505198,1.00E-08
4891,893,1,-0.395307283,1.00E-08
514,894,120.6272618,-0.153861705,1.00E-08
844,894,-35.70153517,-0.370076947,1.00E-08
2902,894,-120.6272618,-0.356337961,1.00E-08
3090,894,-35.70153517,-0.353214938,1.00E-08
4892,894,1,-0.21802737,1.00E-08
581,895,-79.8084597,-0.26514884,1.00E-08
658,895,-156.25,-0.336300094,1.00E-08
879,895,44.92362983,-0.391456912,1.00E-08
2943,895,-79.8084597,-0.357576056,1.00E-08
2971,895,-312.5,-0.257424438,1.00E-08
3028,895,-28.91008962,-0.288523405,1.00E-08
3134,895,466.1421791,-0.268154164,1.00E-08
3225,895,-44.92362983,-0.132468103,1.00E-08
4893,895,1,-0.221692649,1.00E-08
567,896,-46.27487274,-0.268034856,1.00E-08
880,896,-29.12055911,-0.304426527,1.00E-08
2937,896,-46.27487274,-0.356774225,1.00E-08
3135,896,111.4444585,-0.294645057,1.00E-08
3197,896,-36.04902668,-0.202597731,1.00E-08
3240,896,-29.12055911,-0.239592815,1.00E-08
4894,896,1,-0.320431013,1.00E-08
602,897,45.97701149,-0.358183261,1.00E-08
822,897,-29.64719834,-0.325521801,1.00E-08
881,897,-72.51631617,-0.274539165,1.00E-08
2951,897,-45.97701149,-0.298935647,1.00E-08
3076,897,-29.64719834,-0.378569225,1.00E-08
3136,897,148.140526,-0.303562406,1.00E-08
3222,897,-72.51631617,-0.34983807,1.00E-08
4895,897,1,-0.193729464,1.00E-08
636,898,-80.19246191,-0.186992075,1.00E-08
712,898,55.80357143,-0.048874843,1.00E-08
713,898,55.80357143,0.154350323,1.00E-08
778,898,37.32736096,0.07558636,1.00E-08
882,898,-27.50275028,-0.008111735,1.00E-08
883,898,-27.50275028,0.194874025,1.00E-08
2961,898,-80.19246191,0.177383643,1.00E-08
2996,898,-111.6071429,0.189054743,1.00E-08
3042,898,-37.32736096,0.190842797,1.00E-08
3137,898,284.1324663,0.194971555,1.00E-08
3220,898,-55.00550055,-0.157755692,1.00E-08
4896,898,1,-0.140032148,1.00E-08
245,899,-18.14223512,-0.098400614,1.00E-08
650,899,17.71165427,-0.12007257,1.00E-08
884,899,15.35862387,-0.084368333,1.00E-08
2967,899,-17.71165427,-0.084368347,1.00E-08
3138,899,51.21251326,-0.030688924,1.00E-08
3266,899,-15.35862387,-0.101880748,1.00E-08
4897,899,1,0.01565281,1.00E-08
699,900,-105.8201058,0.001276424,1.00E-08
885,900,49.52947003,-0.04581563,1.00E-08
886,900,58.92751915,0.027539918,1.00E-08
3171,900,-49.52947003,0.042440701,1.00E-08
3218,900,-58.92751915,0.032131129,1.00E-08
4898,900,1,0.026676181,1.00E-08
694,901,125.4705144,0.015652791,1.00E-08
695,901,125.4705144,-0.031773939,1.00E-08
696,901,125.4705144,-0.105155849,1.00E-08
887,901,-111.2347052,-0.08962902,1.00E-08
888,901,-111.2347052,0.018176824,1.00E-08
2988,901,-376.4115433,-0.033137728,1.00E-08
3139,901,710.115659,0.072186426,1.00E-08
3154,901,-333.7041157,0.035573825,1.00E-08
4899,901,1,0.034256066,1.00E-08
653,902,21.31741633,0.018176825,1.00E-08
761,902,32.33107016,-0.049022885,1.00E-08
3030,902,-32.33107016,-0.094073098,1.00E-08
3140,902,53.64848649,0.041808036,1.00E-08
4900,902,1,0.011629503,1.00E-08
858,903,-32.55208333,-0.066513764,1.00E-08
859,903,-32.55208333,0.048339801,1.00E-08
889,903,-39.04724717,-0.017095947,1.00E-08
3141,903,143.198661,0.031074442,1.00E-08
3264,903,-78.09449434,0.01292749,1.00E-08
4901,903,1,-0.042849207,1.00E-08
615,904,-64.06149904,0.067739577,1.00E-08
801,904,-42.68032437,0.04798811,1.00E-08
811,904,-68.0735194,0.035702284,1.00E-08
842,904,-36.19254434,-0.004672269,1.00E-08
868,904,-38.08073115,-0.08555634,1.00E-08
3058,904,-42.68032437,-0.151049129,1.00E-08
3069,904,-68.0735194,-0.097338134,1.00E-08
3089,904,-36.19254434,-0.07061725,1.00E-08
3142,904,249.0886183,0.00938071,1.00E-08
4902,904,1,-0.097499301,1.00E-08
890,905,39.07776475,-0.064680998,1.00E-08
891,905,287.3563218,-0.041527878,1.00E-08
3074,905,-42.19409283,-0.121613146,1.00E-08
3143,905,368.6281794,0.06074894,1.00E-08
3249,905,-39.07776475,0.043320702,1.00E-08
4903,905,1,0.009047393,1.00E-08
607,906,88.18342152,0.077179302,1.00E-08
864,906,-118.0637544,0.075770408,1.00E-08
865,906,-118.0637544,0.076964598,1.00E-08
892,906,-108.1081081,0.076145576,1.00E-08
893,906,44.40497336,0.07767609,1.00E-08
894,906,44.40497336,0.075651425,1.00E-08
2032,906,-3.983111607,-0.132392114,1.00E-08
2033,906,-20.68252327,0.033814268,1.00E-08
2953,906,-88.18342152,-0.029642184,1.00E-08
3117,906,-236.1275089,-0.05233446,1.00E-08
3144,906,742.8126749,-0.007761958,1.00E-08
3145,906,-3.983111607,-0.024475406,1.00E-08
3146,906,-20.68252327,0.041869497,1.00E-08
3215,906,-216.2162162,-0.003685894,1.00E-08
3251,906,-177.6198934,-0.027682176,1.00E-08
4904,906,1,0.151996409,1.00E-08
2032,907,3.983111607,0.109817519,1.00E-08
3144,907,-3.983111607,0.028203629,1.00E-08
3145,907,3.983111607,0.178777994,1.00E-08
4905,907,1,0.187533559,1.00E-08
2033,908,20.68252327,0.187848072,1.00E-08
3144,908,-20.68252327,0.180449305,1.00E-08
3146,908,20.68252327,0.058249802,1.00E-08
4906,908,1,-0.002077418,1.00E-08
679,909,127.388535,-0.032079131,1.00E-08
895,909,-121.8026797,-0.066254348,1.00E-08
896,909,58.99705015,-0.04784198,1.00E-08
2983,909,-127.388535,-0.121240482,1.00E-08
3147,909,308.1882648,-0.11226493,1.00E-08
3171,909,-121.8026797,-0.14200101,1.00E-08
3265,909,-58.99705015,-0.100471092,1.00E-08
4907,909,1,-0.09023893,1.00E-08
593,910,-31.08486167,-0.103469615,1.00E-08
854,910,-27.83189535,-0.111164193,1.00E-08
2947,910,-31.08486167,0.113297798,1.00E-08
3103,910,-27.83189535,0.091520602,1.00E-08
3148,910,58.91675702,0.067215024,1.00E-08
4908,910,1,0.262263455,1.00E-08
897,911,78.30853563,-0.064415727,1.00E-08
898,911,-195.3125,-0.086292245,1.00E-08
899,911,-195.3125,-0.121868578,1.00E-08
3149,911,712.5313275,-0.070513533,1.00E-08
3174,911,-165.2892562,0.162715186,1.00E-08
3232,911,-156.6170713,0.07888399,1.00E-08
4909,911,1,0.003932363,1.00E-08
460,912,19.78239367,0.177852713,1.00E-08
651,912,22.97794118,0.185805634,1.00E-08
2880,912,-19.78239367,0.181874159,1.00E-08
2967,912,-22.97794118,0.199754866,1.00E-08
3150,912,42.76033485,0.200673516,1.00E-08
4910,912,1,0.185681736,1.00E-08
594,913,-35.5366027,0.207084613,1.00E-08
900,913,28.01120448,0.184176706,1.00E-08
2947,913,-35.5366027,0.184176701,1.00E-08
3151,913,63.54780718,-0.11119905,1.00E-08
3157,913,-28.01120448,-0.097055479,1.00E-08
4911,913,1,-0.115267995,1.00E-08
901,914,75.4147813,-0.062368799,1.00E-08
3054,914,-101.2145749,-0.120242694,1.00E-08
3152,914,176.6293562,-0.120242685,1.00E-08
3249,914,-75.4147813,-0.12024268,1.00E-08
4912,914,1,-0.00371918,1.00E-08
516,915,-272.479564,-0.088631452,1.00E-08
536,915,-117.6470588,0.1412853,1.00E-08
902,915,136.239782,0.027845102,1.00E-08
903,915,155.0387597,-0.018594467,1.00E-08
2034,915,-110.3752759,-0.099685716,1.00E-08
2035,915,-110.3752759,-0.021526614,1.00E-08
2903,915,-272.479564,0.167540094,1.00E-08
2917,915,-117.6470588,0.078591971,1.00E-08
3153,915,902.1557164,0.012837793,1.00E-08
3154,915,-220.7505519,0.176246843,1.00E-08
3238,915,-136.239782,0.195285585,1.00E-08
4913,915,1,0.202391889,1.00E-08
866,916,85.17887564,0.205852352,1.00E-08
867,916,85.17887564,0.207253033,1.00E-08
887,916,111.2347052,0.194001006,1.00E-08
888,916,111.2347052,0.194959518,1.00E-08
904,916,36.84598379,0.190705396,1.00E-08
2034,916,110.3752759,0.182744352,1.00E-08
2035,916,110.3752759,0.187622173,1.00E-08
3139,916,-333.7041157,-0.124453096,1.00E-08
3153,916,-220.7505519,-0.052831927,1.00E-08
3154,916,761.6584026,-0.12101077,1.00E-08
4914,916,1,-0.09936393,1.00E-08
619,917,-234.741784,-0.082008608,1.00E-08
